Data,Dia,Acre,Alagoas,Amazonas,Amapá,Bahia,Ceará,Distrito Federal,Espírito Santo,Goiás,Maranhão,Minas Gerais,Mato Grosso do Sul,Mato Grosso,Pará,Paraíba,Pernambuco,Piauí,Paraná,Rio de Janeiro,Rio Grande do Norte,Rondônia,Roraima,Rio Grande do Sul,Santa Catarina,Sergipe,São Paulo,Tocantins
17/06/2021,152,9061,11849,14586,3065,34956,21219,23648,21869,1962,5315,87997,2122,18175,61404,10719,36642,16473,8655,59996,24049,8171,2807,66861,28557,11123,450541,8324
18/06/2021,153,13868,10422,30423,2488,3966,30356,25424,16171,17092,47217,84443,11659,16235,45049,7979,30971,14001,78488,55867,146,12839,2964,63274,21813,101,401914,9836
19/06/2021,154,8734,10723,51799,1936,29939,35479,3086,37267,15969,22354,29879,20158,952,3963,6745,22569,3741,36939,36867,6872,7323,142,66589,2296,9006,366836,329
20/06/2021,155,3765,6323,883,291,9557,8901,2643,5093,5194,10718,4904,714,19,30245,3854,7174,1255,22664,5946,3473,2638,31,4334,2195,11147,24701,2
21/06/2021,156,7381,12112,4834,1745,62111,23674,9634,16238,3138,3441,51896,15351,13181,19152,11285,25769,8787,7559,4508,16331,7593,5045,73983,24565,9279,285941,9512
22/06/2021,157,6836,17683,16679,1067,51787,23667,8799,24064,33416,34207,58114,15814,17188,45923,11248,22046,14532,68,39725,18627,9998,3972,66612,27663,437,236688,10154
23/06/2021,158,736,14961,11421,1915,15444,19859,6532,21229,17733,32508,61984,9612,12643,16209,6239,11068,14929,43748,49085,10373,733,2963,38918,20567,1534,368844,9285
24/06/2021,159,228,6954,7142,673,2173,17908,7234,28335,11581,18611,50492,11337,11666,10148,1594,306,11487,25263,33038,4905,7835,2087,24319,13548,488,3184,9472
25/06/2021,160,787,8441,316,383,2239,1432,4701,9061,5956,9294,21291,1966,5109,6034,133,4153,4882,8614,21983,2079,5648,1042,15928,8906,200,249563,5185
26/06/2021,161,9271,18420,23510,3545,29224,52613,2802,43640,22913,14956,33900,31409,13237,37534,16417,16583,3541,57481,42560,9632,2531,3038,80795,32718,9918,238026,4263
27/06/2021,162,24,10634,861,2380,13658,2836,3024,211,3314,3779,1833,4081,161,9844,2242,5462,1709,18198,6938,3338,261,1641,3835,2579,7432,25600,141
28/06/2021,163,7058,20428,17631,2540,84984,19828,19957,21922,50141,43249,76452,11433,16313,23091,19041,37924,13865,71421,88045,19226,10732,1554,91228,35626,9066,357730,11708
29/06/2021,164,5600,10337,49869,2931,56483,17670,17165,30289,44455,43556,103256,10123,19934,54269,14674,35966,21595,57656,82327,23010,13447,4668,73970,31834,2803,377735,10518
30/06/2021,165,6529,21244,49122,997,36600,19649,12877,28555,25957,42669,113543,7966,20299,31508,14402,30522,20387,36454,70583,21000,9327,4695,54497,25164,6062,418979,7781
01/07/2021,166,5018,17065,5693,1063,69125,26279,9177,22081,14787,35322,81216,18056,20144,26607,17845,27032,21934,46212,68382,12757,4654,2683,44764,23608,4930,286285,11042
02/07/2021,167,6475,17044,24843,1061,25645,17670,13804,25469,28991,22749,75971,49214,18672,37825,18337,27394,13197,50037,77853,17293,5919,2013,83804,40035,5957,301677,11218
03/07/2021,168,4572,15652,20939,254,8140,16506,2286,46436,7229,3816,29657,33876,7378,7476,7189,13967,2362,81324,73855,8162,2687,1308,72143,33590,7480,123721,6235
04/07/2021,169,3320,7503,167,264,26309,5408,2679,1669,2726,1595,4086,12659,15,194,10988,3073,4835,14271,1595,3789,3051,45,1991,3758,7700,5309,49
05/07/2021,170,3895,18457,15209,512,58358,23857,11166,20236,36453,14812,54765,17983,14171,27346,19286,24198,10814,65064,67170,18064,8371,2187,85009,31315,8559,304484,10085
06/07/2021,171,823,18259,659,126,36378,2064,7233,32020,25703,22141,58520,25884,14570,9998,9726,26721,15521,67303,65295,17597,11071,1956,79124,39695,7031,284739,6682
07/07/2021,172,23,1975,45,273,4098,416,1733,4969,5541,4005,10881,1174,2094,2438,768,3328,1916,6643,22149,0,1373,104,18341,6889,304,62417,887
