UF,Data,Quantidade
DF,28/05/2021,8543
DF,29/05/2021,139
DF,30/05/2021,129
DF,31/05/2021,14259
DF,01/06/2021,14176
DF,02/06/2021,14008
DF,03/06/2021,103
DF,04/06/2021,11717
DF,05/06/2021,1634
DF,06/06/2021,1598
DF,07/06/2021,13826
DF,08/06/2021,8254
DF,09/06/2021,13927
DF,10/06/2021,12579
DF,11/06/2021,9673
DF,12/06/2021,3986
DF,13/06/2021,3833
DF,14/06/2021,21892
DF,15/06/2021,21342
DF,16/06/2021,20439
DF,17/06/2021,23648
DF,18/06/2021,25424
DF,19/06/2021,3086
DF,20/06/2021,2643
DF,21/06/2021,9634
DF,22/06/2021,8799
DF,23/06/2021,6532
DF,24/06/2021,7234
DF,25/06/2021,4701
ES,17/01/2021,2
ES,18/01/2021,101
ES,19/01/2021,581
ES,20/01/2021,5692
ES,21/01/2021,6617
ES,22/01/2021,51
ES,23/01/2021,1871
ES,24/01/2021,585
ES,25/01/2021,4575
ES,26/01/2021,8292
ES,27/01/2021,9283
ES,28/01/2021,8107
ES,29/01/2021,6791
ES,30/01/2021,19
ES,31/01/2021,12
ES,01/02/2021,4587
ES,02/02/2021,4788
ES,03/02/2021,4158
ES,04/02/2021,4352
ES,05/02/2021,5685
ES,06/02/2021,129
ES,07/02/2021,644
ES,08/02/2021,339
ES,09/02/2021,4871
ES,10/02/2021,5193
ES,11/02/2021,4133
ES,12/02/2021,387
ES,13/02/2021,1215
ES,14/02/2021,15
ES,15/02/2021,357
ES,16/02/2021,523
ES,17/02/2021,2629
ES,18/02/2021,9111
ES,19/02/2021,1045
ES,20/02/2021,2051
ES,21/02/2021,87
ES,22/02/2021,7909
ES,23/02/2021,8541
ES,24/02/2021,8632
ES,25/02/2021,6914
ES,26/02/2021,75
ES,27/02/2021,2881
ES,28/02/2021,134
ES,01/03/2021,6416
ES,02/03/2021,10501
ES,03/03/2021,12329
ES,04/03/2021,8326
ES,05/03/2021,7979
ES,06/03/2021,4121
ES,07/03/2021,4
ES,08/03/2021,6165
ES,09/03/2021,6157
ES,10/03/2021,6442
ES,11/03/2021,6739
ES,12/03/2021,7215
ES,13/03/2021,7249
ES,14/03/2021,9
ES,15/03/2021,58
ES,16/03/2021,6892
ES,17/03/2021,6625
ES,18/03/2021,625
ES,19/03/2021,12282
ES,20/03/2021,12345
ES,21/03/2021,161
ES,22/03/2021,6793
ES,23/03/2021,13804
ES,24/03/2021,22754
ES,25/03/2021,26912
ES,26/03/2021,22579
ES,27/03/2021,26124
ES,28/03/2021,2998
ES,29/03/2021,13871
ES,30/03/2021,2718
ES,31/03/2021,29606
ES,01/04/2021,14123
ES,02/04/2021,4884
ES,03/04/2021,23068
ES,04/04/2021,1964
ES,05/04/2021,16006
ES,06/04/2021,21949
ES,07/04/2021,17514
ES,08/04/2021,14664
ES,09/04/2021,1731
ES,10/04/2021,37377
ES,11/04/2021,88
ES,12/04/2021,8104
ES,13/04/2021,17207
ES,14/04/2021,1787
ES,15/04/2021,16202
ES,16/04/2021,18207
ES,17/04/2021,32958
ES,18/04/2021,2511
ES,19/04/2021,18376
ES,20/04/2021,26646
ES,21/04/2021,10102
ES,22/04/2021,26713
ES,23/04/2021,21083
ES,24/04/2021,12708
ES,25/04/2021,457
ES,26/04/2021,15533
ES,27/04/2021,15703
ES,28/04/2021,11051
ES,29/04/2021,9506
ES,30/04/2021,7412
ES,01/05/2021,4143
ES,02/05/2021,91
ES,03/05/2021,8273
ES,04/05/2021,9991
ES,05/05/2021,12274
ES,06/05/2021,14408
ES,07/05/2021,16515
ES,08/05/2021,16097
ES,09/05/2021,157
ES,10/05/2021,1497
ES,11/05/2021,22347
ES,12/05/2021,23194
ES,13/05/2021,22366
ES,14/05/2021,22111
ES,15/05/2021,19967
ES,16/05/2021,183
ES,17/05/2021,18713
ES,18/05/2021,29774
ES,19/05/2021,33083
ES,20/05/2021,38229
ES,21/05/2021,37708
ES,22/05/2021,29538
ES,23/05/2021,3826
ES,24/05/2021,18737
ES,25/05/2021,20392
ES,26/05/2021,21634
ES,27/05/2021,24791
ES,28/05/2021,218
ES,29/05/2021,16188
ES,30/05/2021,1307
ES,31/05/2021,15084
ES,01/06/2021,20938
ES,02/06/2021,3045
ES,03/06/2021,2992
ES,04/06/2021,27075
ES,05/06/2021,15781
ES,06/06/2021,210
ES,07/06/2021,19536
ES,08/06/2021,24758
ES,09/06/2021,27191
ES,10/06/2021,25376
ES,11/06/2021,26366
ES,12/06/2021,32804
ES,13/06/2021,715
ES,14/06/2021,20934
ES,15/06/2021,22725
ES,16/06/2021,2129
ES,17/06/2021,21869
ES,18/06/2021,16171
ES,19/06/2021,37267
ES,20/06/2021,5093
ES,21/06/2021,16238
ES,22/06/2021,24064
ES,23/06/2021,21229
ES,24/06/2021,28335
ES,25/06/2021,9061
GO,17/01/2021,39
GO,18/01/2021,131
GO,19/01/2021,204
GO,20/01/2021,16416
GO,21/01/2021,14281
GO,22/01/2021,8499
GO,23/01/2021,1267
GO,24/01/2021,78
GO,25/01/2021,5087
GO,26/01/2021,8562
GO,27/01/2021,13308
GO,28/01/2021,11848
GO,29/01/2021,10571
GO,30/01/2021,1868
GO,31/01/2021,2943
GO,01/02/2021,6706
GO,02/02/2021,619
GO,03/02/2021,7428
GO,04/02/2021,12925
GO,05/02/2021,7884
GO,06/02/2021,1622
GO,07/02/2021,2087
GO,08/02/2021,3123
GO,09/02/2021,3809
GO,10/02/2021,13425
GO,11/02/2021,12005
GO,12/02/2021,7789
GO,13/02/2021,1046
GO,14/02/2021,119
GO,15/02/2021,7242
GO,16/02/2021,5629
GO,17/02/2021,14093
GO,18/02/2021,14404
GO,19/02/2021,1123
GO,20/02/2021,1009
GO,21/02/2021,264
GO,22/02/2021,9392
GO,23/02/2021,7092
GO,24/02/2021,9066
GO,25/02/2021,6221
GO,26/02/2021,18065
GO,27/02/2021,8534
GO,28/02/2021,3631
GO,01/03/2021,15497
GO,02/03/2021,13858
GO,03/03/2021,13177
GO,04/03/2021,13645
GO,05/03/2021,1349
GO,06/03/2021,209
GO,07/03/2021,220
GO,08/03/2021,13584
GO,09/03/2021,7453
GO,10/03/2021,12153
GO,11/03/2021,13959
GO,12/03/2021,12825
GO,13/03/2021,1966
GO,14/03/2021,330
GO,15/03/2021,17025
GO,16/03/2021,11888
GO,17/03/2021,7597
GO,18/03/2021,13055
GO,19/03/2021,17044
GO,20/03/2021,39
GO,21/03/2021,527
GO,22/03/2021,24221
GO,23/03/2021,3562
GO,24/03/2021,48504
GO,25/03/2021,44865
GO,26/03/2021,27074
GO,27/03/2021,1042
GO,28/03/2021,292
GO,29/03/2021,32304
GO,30/03/2021,40939
GO,31/03/2021,41746
GO,01/04/2021,19164
GO,02/04/2021,2351
GO,03/04/2021,1461
GO,04/04/2021,338
GO,05/04/2021,23718
GO,06/04/2021,13649
GO,07/04/2021,11602
GO,08/04/2021,13778
GO,09/04/2021,1767
GO,10/04/2021,22997
GO,11/04/2021,1006
GO,12/04/2021,24355
GO,13/04/2021,18527
GO,14/04/2021,12693
GO,15/04/2021,12035
GO,16/04/2021,25339
GO,17/04/2021,34952
GO,18/04/2021,3916
GO,19/04/2021,55705
GO,20/04/2021,74008
GO,21/04/2021,23054
GO,22/04/2021,4646
GO,23/04/2021,32911
GO,24/04/2021,26446
GO,25/04/2021,2702
GO,26/04/2021,52379
GO,27/04/2021,49333
GO,28/04/2021,36885
GO,29/04/2021,21449
GO,30/04/2021,29684
GO,01/05/2021,13694
GO,02/05/2021,17
GO,03/05/2021,35205
GO,04/05/2021,30725
GO,05/05/2021,31431
GO,06/05/2021,30708
GO,07/05/2021,29132
GO,08/05/2021,1081
GO,09/05/2021,154
GO,10/05/2021,24016
GO,11/05/2021,21701
GO,12/05/2021,20952
GO,13/05/2021,21939
GO,14/05/2021,29057
GO,15/05/2021,24654
GO,16/05/2021,1454
GO,17/05/2021,28463
GO,18/05/2021,31155
GO,19/05/2021,27089
GO,20/05/2021,30176
GO,21/05/2021,27752
GO,22/05/2021,783
GO,23/05/2021,678
GO,24/05/2021,20738
GO,25/05/2021,22928
GO,26/05/2021,24004
GO,27/05/2021,27524
GO,28/05/2021,34343
GO,29/05/2021,185
GO,30/05/2021,1875
GO,31/05/2021,28091
GO,01/06/2021,42006
GO,02/06/2021,3666
GO,03/06/2021,8889
GO,04/06/2021,23015
GO,05/06/2021,12326
GO,06/06/2021,1527
GO,07/06/2021,48733
GO,08/06/2021,60991
GO,09/06/2021,50895
GO,10/06/2021,53812
GO,11/06/2021,52651
GO,12/06/2021,20806
GO,13/06/2021,1024
GO,14/06/2021,53406
GO,15/06/2021,434
GO,16/06/2021,25713
GO,17/06/2021,1962
GO,18/06/2021,17092
GO,19/06/2021,15969
GO,20/06/2021,5194
GO,21/06/2021,3138
GO,22/06/2021,33416
GO,23/06/2021,17733
GO,24/06/2021,11581
GO,25/06/2021,5956
MA,17/01/2021,71
MA,18/01/2021,13
MA,19/01/2021,818
MA,20/01/2021,6664
MA,21/01/2021,11014
MA,22/01/2021,9726
MA,23/01/2021,2916
MA,24/01/2021,948
MA,25/01/2021,8712
MA,26/01/2021,913
MA,27/01/2021,7419
MA,28/01/2021,5839
MA,29/01/2021,5678
MA,30/01/2021,2156
MA,31/01/2021,96
MA,01/02/2021,5581
MA,02/02/2021,5272
MA,03/02/2021,6054
MA,04/02/2021,4722
MA,05/02/2021,3942
MA,06/02/2021,1538
MA,07/02/2021,225
MA,08/02/2021,4045
MA,09/02/2021,492
MA,10/02/2021,8807
MA,11/02/2021,12375
MA,12/02/2021,1161
MA,13/02/2021,3222
MA,14/02/2021,227
MA,15/02/2021,10926
MA,16/02/2021,8077
MA,17/02/2021,8344
MA,18/02/2021,8839
MA,19/02/2021,7466
MA,20/02/2021,1458
MA,21/02/2021,519
MA,22/02/2021,5457
MA,23/02/2021,5605
MA,24/02/2021,4301
MA,25/02/2021,61
MA,26/02/2021,5836
MA,27/02/2021,3796
MA,28/02/2021,1195
MA,01/03/2021,7731
MA,02/03/2021,11883
MA,03/03/2021,13471
MA,04/03/2021,14097
MA,05/03/2021,12147
MA,06/03/2021,3311
MA,07/03/2021,1081
MA,08/03/2021,10979
MA,09/03/2021,9471
MA,10/03/2021,12306
MA,11/03/2021,10425
MA,12/03/2021,8012
MA,13/03/2021,1912
MA,14/03/2021,100
MA,15/03/2021,6877
MA,16/03/2021,8049
MA,17/03/2021,11571
MA,18/03/2021,12672
MA,19/03/2021,8575
MA,20/03/2021,2463
MA,21/03/2021,317
MA,22/03/2021,13619
MA,23/03/2021,23348
MA,24/03/2021,22267
MA,25/03/2021,20964
MA,26/03/2021,10503
MA,27/03/2021,9231
MA,28/03/2021,2101
MA,29/03/2021,26784
MA,30/03/2021,37653
MA,31/03/2021,31901
MA,01/04/2021,17956
MA,02/04/2021,3995
MA,03/04/2021,7236
MA,04/04/2021,1356
MA,05/04/2021,27742
MA,06/04/2021,369
MA,07/04/2021,38889
MA,08/04/2021,40928
MA,09/04/2021,29745
MA,10/04/2021,1292
MA,11/04/2021,4976
MA,12/04/2021,29851
MA,13/04/2021,35045
MA,14/04/2021,41181
MA,15/04/2021,34901
MA,16/04/2021,19506
MA,17/04/2021,6554
MA,18/04/2021,4157
MA,19/04/2021,33476
MA,20/04/2021,45764
MA,21/04/2021,2323
MA,22/04/2021,38117
MA,23/04/2021,19993
MA,24/04/2021,11501
MA,25/04/2021,3047
MA,26/04/2021,39723
MA,27/04/2021,42192
MA,28/04/2021,39249
MA,29/04/2021,32745
MA,30/04/2021,26571
MA,01/05/2021,7499
MA,02/05/2021,2836
MA,03/05/2021,28332
MA,04/05/2021,28282
MA,05/05/2021,30548
MA,06/05/2021,29206
MA,07/05/2021,25853
MA,08/05/2021,10049
MA,09/05/2021,1274
MA,10/05/2021,2907
MA,11/05/2021,29076
MA,12/05/2021,27326
MA,13/05/2021,28099
MA,14/05/2021,19899
MA,15/05/2021,5172
MA,16/05/2021,397
MA,17/05/2021,18559
MA,18/05/2021,19918
MA,19/05/2021,22453
MA,20/05/2021,20587
MA,21/05/2021,15949
MA,22/05/2021,6159
MA,23/05/2021,2232
MA,24/05/2021,16268
MA,25/05/2021,18977
MA,26/05/2021,19791
MA,27/05/2021,19348
MA,28/05/2021,16643
MA,29/05/2021,10705
MA,30/05/2021,604
MA,31/05/2021,28911
MA,01/06/2021,55613
MA,02/06/2021,50621
MA,03/06/2021,30945
MA,04/06/2021,38164
MA,05/06/2021,20618
MA,06/06/2021,16189
MA,07/06/2021,47059
MA,08/06/2021,53754
MA,09/06/2021,70927
MA,10/06/2021,61274
MA,11/06/2021,4653
MA,12/06/2021,31537
MA,13/06/2021,9372
MA,14/06/2021,50405
MA,15/06/2021,62323
MA,16/06/2021,55596
MA,17/06/2021,5315
MA,18/06/2021,47217
MA,19/06/2021,22354
MA,20/06/2021,10718
MA,21/06/2021,3441
MA,22/06/2021,34207
MA,23/06/2021,32508
MA,24/06/2021,18611
MA,25/06/2021,9294
MG,17/01/2021,55
MG,18/01/2021,67
MG,19/01/2021,4961
MG,20/01/2021,43331
MG,21/01/2021,51545
MG,22/01/2021,29715
MG,23/01/2021,3598
MG,24/01/2021,945
MG,25/01/2021,17124
MG,26/01/2021,12789
MG,27/01/2021,11652
MG,28/01/2021,8388
MG,29/01/2021,743
MG,30/01/2021,507
MG,31/01/2021,875
MG,01/02/2021,22083
MG,02/02/2021,38742
MG,03/02/2021,405
MG,04/02/2021,48592
MG,05/02/2021,4209
MG,06/02/2021,5185
MG,07/02/2021,1903
MG,08/02/2021,37474
MG,09/02/2021,36645
MG,10/02/2021,339
MG,11/02/2021,38071
MG,12/02/2021,45112
MG,13/02/2021,21813
MG,14/02/2021,3675
MG,15/02/2021,32769
MG,16/02/2021,27357
MG,17/02/2021,28846
MG,18/02/2021,33111
MG,19/02/2021,25111
MG,20/02/2021,2624
MG,21/02/2021,197
MG,22/02/2021,19644
MG,23/02/2021,14803
MG,24/02/2021,13363
MG,25/02/2021,13762
MG,26/02/2021,18848
MG,27/02/2021,7061
MG,28/02/2021,3341
MG,01/03/2021,21613
MG,02/03/2021,28648
MG,03/03/2021,5512
MG,04/03/2021,61552
MG,05/03/2021,52107
MG,06/03/2021,20092
MG,07/03/2021,2449
MG,08/03/2021,37053
MG,09/03/2021,47124
MG,10/03/2021,56144
MG,11/03/2021,58702
MG,12/03/2021,37869
MG,13/03/2021,7992
MG,14/03/2021,966
MG,15/03/2021,23768
MG,16/03/2021,54197
MG,17/03/2021,4862
MG,18/03/2021,45869
MG,19/03/2021,3597
MG,20/03/2021,5851
MG,21/03/2021,583
MG,22/03/2021,38765
MG,23/03/2021,82508
MG,24/03/2021,111774
MG,25/03/2021,10632
MG,26/03/2021,119928
MG,27/03/2021,109611
MG,28/03/2021,13257
MG,29/03/2021,12698
MG,30/03/2021,18994
MG,31/03/2021,177046
MG,01/04/2021,122156
MG,02/04/2021,25387
MG,03/04/2021,24936
MG,04/04/2021,749
MG,05/04/2021,108925
MG,06/04/2021,90379
MG,07/04/2021,11543
MG,08/04/2021,9856
MG,09/04/2021,104402
MG,10/04/2021,45483
MG,11/04/2021,4036
MG,12/04/2021,62463
MG,13/04/2021,7413
MG,14/04/2021,126306
MG,15/04/2021,114544
MG,16/04/2021,84613
MG,17/04/2021,4053
MG,18/04/2021,1519
MG,19/04/2021,71859
MG,20/04/2021,155973
MG,21/04/2021,89993
MG,22/04/2021,173636
MG,23/04/2021,131998
MG,24/04/2021,52606
MG,25/04/2021,7941
MG,26/04/2021,9159
MG,27/04/2021,111545
MG,28/04/2021,163471
MG,29/04/2021,141843
MG,30/04/2021,93373
MG,01/05/2021,20524
MG,02/05/2021,3099
MG,03/05/2021,78351
MG,04/05/2021,80866
MG,05/05/2021,141344
MG,06/05/2021,126095
MG,07/05/2021,102086
MG,08/05/2021,34141
MG,09/05/2021,1145
MG,10/05/2021,74932
MG,11/05/2021,97978
MG,12/05/2021,84036
MG,13/05/2021,85554
MG,14/05/2021,84066
MG,15/05/2021,34203
MG,16/05/2021,5437
MG,17/05/2021,63423
MG,18/05/2021,97032
MG,19/05/2021,9983
MG,20/05/2021,98676
MG,21/05/2021,81308
MG,22/05/2021,23457
MG,23/05/2021,5503
MG,24/05/2021,57434
MG,25/05/2021,7423
MG,26/05/2021,70141
MG,27/05/2021,73272
MG,28/05/2021,59011
MG,29/05/2021,12705
MG,30/05/2021,409
MG,31/05/2021,47143
MG,01/06/2021,85234
MG,02/06/2021,120485
MG,03/06/2021,23979
MG,04/06/2021,48526
MG,05/06/2021,12141
MG,06/06/2021,991
MG,07/06/2021,79108
MG,08/06/2021,102659
MG,09/06/2021,108347
MG,10/06/2021,93632
MG,11/06/2021,98039
MG,12/06/2021,27524
MG,13/06/2021,659
MG,14/06/2021,68018
MG,15/06/2021,76668
MG,16/06/2021,93303
MG,17/06/2021,87997
MG,18/06/2021,84443
MG,19/06/2021,29879
MG,20/06/2021,4904
MG,21/06/2021,51896
MG,22/06/2021,58114
MG,23/06/2021,61984
MG,24/06/2021,50492
MG,25/06/2021,21291
MS,17/01/2021,7
MS,18/01/2021,13
MS,19/01/2021,4324
MS,20/01/2021,6788
MS,21/01/2021,6868
MS,22/01/2021,6452
MS,23/01/2021,2829
MS,24/01/2021,2717
MS,25/01/2021,4645
MS,26/01/2021,8087
MS,27/01/2021,6823
MS,28/01/2021,6204
MS,29/01/2021,5471
MS,30/01/2021,2477
MS,31/01/2021,771
MS,01/02/2021,4297
MS,02/02/2021,3979
MS,03/02/2021,4353
MS,04/02/2021,3834
MS,05/02/2021,4
MS,06/02/2021,1728
MS,07/02/2021,148
MS,08/02/2021,4281
MS,09/02/2021,7208
MS,10/02/2021,9857
MS,11/02/2021,11613
MS,12/02/2021,11296
MS,13/02/2021,2986
MS,14/02/2021,101
MS,15/02/2021,2527
MS,16/02/2021,1837
MS,17/02/2021,3705
MS,18/02/2021,5502
MS,19/02/2021,4506
MS,20/02/2021,1434
MS,21/02/2021,19
MS,22/02/2021,2907
MS,23/02/2021,3693
MS,24/02/2021,3045
MS,25/02/2021,2363
MS,26/02/2021,2472
MS,27/02/2021,477
MS,28/02/2021,955
MS,01/03/2021,4659
MS,02/03/2021,6505
MS,03/03/2021,6029
MS,04/03/2021,7085
MS,05/03/2021,7294
MS,06/03/2021,2857
MS,07/03/2021,552
MS,08/03/2021,48
MS,09/03/2021,5695
MS,10/03/2021,5869
MS,11/03/2021,8741
MS,12/03/2021,9797
MS,13/03/2021,3977
MS,14/03/2021,556
MS,15/03/2021,6276
MS,16/03/2021,4986
MS,17/03/2021,5021
MS,18/03/2021,6139
MS,19/03/2021,12555
MS,20/03/2021,6386
MS,21/03/2021,1391
MS,22/03/2021,13603
MS,23/03/2021,19838
MS,24/03/2021,18517
MS,25/03/2021,17521
MS,26/03/2021,8721
MS,27/03/2021,15394
MS,28/03/2021,4182
MS,29/03/2021,10489
MS,30/03/2021,14307
MS,31/03/2021,10352
MS,01/04/2021,5689
MS,02/04/2021,857
MS,03/04/2021,21078
MS,04/04/2021,4051
MS,05/04/2021,20927
MS,06/04/2021,16823
MS,07/04/2021,1366
MS,08/04/2021,987
MS,09/04/2021,20486
MS,10/04/2021,10701
MS,11/04/2021,141
MS,12/04/2021,7154
MS,13/04/2021,8177
MS,14/04/2021,6376
MS,15/04/2021,541
MS,16/04/2021,13298
MS,17/04/2021,17717
MS,18/04/2021,7009
MS,19/04/2021,15786
MS,20/04/2021,12009
MS,21/04/2021,2637
MS,22/04/2021,8031
MS,23/04/2021,13314
MS,24/04/2021,12323
MS,25/04/2021,4014
MS,26/04/2021,966
MS,27/04/2021,9364
MS,28/04/2021,5136
MS,29/04/2021,615
MS,30/04/2021,12685
MS,01/05/2021,10984
MS,02/05/2021,7643
MS,03/05/2021,16388
MS,04/05/2021,23226
MS,05/05/2021,22031
MS,06/05/2021,20318
MS,07/05/2021,17295
MS,08/05/2021,8437
MS,09/05/2021,466
MS,10/05/2021,12493
MS,11/05/2021,1278
MS,12/05/2021,11146
MS,13/05/2021,9155
MS,14/05/2021,12204
MS,15/05/2021,17044
MS,16/05/2021,7683
MS,17/05/2021,12438
MS,18/05/2021,27045
MS,19/05/2021,31113
MS,20/05/2021,22804
MS,21/05/2021,1554
MS,22/05/2021,5989
MS,23/05/2021,1595
MS,24/05/2021,6551
MS,25/05/2021,12639
MS,26/05/2021,8942
MS,27/05/2021,19529
MS,28/05/2021,2277
MS,29/05/2021,17422
MS,30/05/2021,6456
MS,31/05/2021,15584
MS,01/06/2021,10161
MS,02/06/2021,17944
MS,03/06/2021,26982
MS,04/06/2021,25402
MS,05/06/2021,12249
MS,06/06/2021,2774
MS,07/06/2021,13139
MS,08/06/2021,15514
MS,09/06/2021,9424
MS,10/06/2021,24867
MS,11/06/2021,22804
MS,12/06/2021,6934
MS,13/06/2021,1476
MS,14/06/2021,7264
MS,15/06/2021,4289
MS,16/06/2021,3801
MS,17/06/2021,2122
MS,18/06/2021,11659
MS,19/06/2021,20158
MS,20/06/2021,714
MS,21/06/2021,15351
MS,22/06/2021,15814
MS,23/06/2021,9612
MS,24/06/2021,11337
MS,25/06/2021,1966
MT,17/01/2021,4
MT,18/01/2021,11
MT,19/01/2021,266
MT,20/01/2021,1755
MT,21/01/2021,7017
MT,22/01/2021,8907
MT,23/01/2021,3552
MT,24/01/2021,1184
MT,25/01/2021,3391
MT,26/01/2021,2618
MT,27/01/2021,4138
MT,28/01/2021,6426
MT,29/01/2021,5656
MT,30/01/2021,2312
MT,31/01/2021,1522
MT,01/02/2021,429
MT,02/02/2021,5066
MT,03/02/2021,4351
MT,04/02/2021,5
MT,05/02/2021,4971
MT,06/02/2021,1646
MT,07/02/2021,811
MT,08/02/2021,2292
MT,09/02/2021,2458
MT,10/02/2021,4106
MT,11/02/2021,5609
MT,12/02/2021,7509
MT,13/02/2021,576
MT,14/02/2021,2233
MT,15/02/2021,5356
MT,16/02/2021,4478
MT,17/02/2021,4527
MT,18/02/2021,4586
MT,19/02/2021,3391
MT,20/02/2021,2104
MT,21/02/2021,475
MT,22/02/2021,225
MT,23/02/2021,238
MT,24/02/2021,2234
MT,25/02/2021,2306
MT,26/02/2021,2132
MT,27/02/2021,292
MT,28/02/2021,263
MT,01/03/2021,1591
MT,02/03/2021,2963
MT,03/03/2021,3793
MT,04/03/2021,5545
MT,05/03/2021,576
MT,06/03/2021,3489
MT,07/03/2021,221
MT,08/03/2021,4778
MT,09/03/2021,5547
MT,10/03/2021,4435
MT,11/03/2021,4314
MT,12/03/2021,5445
MT,13/03/2021,1921
MT,14/03/2021,86
MT,15/03/2021,4951
MT,16/03/2021,4669
MT,17/03/2021,4745
MT,18/03/2021,426
MT,19/03/2021,3583
MT,20/03/2021,3427
MT,21/03/2021,185
MT,22/03/2021,4749
MT,23/03/2021,7262
MT,24/03/2021,6343
MT,25/03/2021,7644
MT,26/03/2021,8509
MT,27/03/2021,10466
MT,28/03/2021,158
MT,29/03/2021,5546
MT,30/03/2021,12735
MT,31/03/2021,15451
MT,01/04/2021,14967
MT,02/04/2021,206
MT,03/04/2021,445
MT,04/04/2021,554
MT,05/04/2021,10764
MT,06/04/2021,11547
MT,07/04/2021,1399
MT,08/04/2021,15195
MT,09/04/2021,14708
MT,10/04/2021,1053
MT,11/04/2021,625
MT,12/04/2021,9095
MT,13/04/2021,14626
MT,14/04/2021,15279
MT,15/04/2021,14255
MT,16/04/2021,14164
MT,17/04/2021,7864
MT,18/04/2021,192
MT,19/04/2021,11682
MT,20/04/2021,19317
MT,21/04/2021,13095
MT,22/04/2021,18968
MT,23/04/2021,18438
MT,24/04/2021,12683
MT,25/04/2021,79
MT,26/04/2021,13788
MT,27/04/2021,18135
MT,28/04/2021,15618
MT,29/04/2021,17991
MT,30/04/2021,13689
MT,01/05/2021,6899
MT,02/05/2021,76
MT,03/05/2021,12421
MT,04/05/2021,12783
MT,05/05/2021,13323
MT,06/05/2021,12187
MT,07/05/2021,15533
MT,08/05/2021,5821
MT,09/05/2021,31
MT,10/05/2021,11632
MT,11/05/2021,13824
MT,12/05/2021,16431
MT,13/05/2021,13531
MT,14/05/2021,1255
MT,15/05/2021,7216
MT,16/05/2021,3043
MT,17/05/2021,979
MT,18/05/2021,15198
MT,19/05/2021,12901
MT,20/05/2021,14768
MT,21/05/2021,13187
MT,22/05/2021,5701
MT,23/05/2021,144
MT,24/05/2021,9999
MT,25/05/2021,11111
MT,26/05/2021,11046
MT,27/05/2021,10874
MT,28/05/2021,9784
MT,29/05/2021,4025
MT,30/05/2021,188
MT,31/05/2021,8473
MT,01/06/2021,12639
MT,02/06/2021,14868
MT,03/06/2021,587
MT,04/06/2021,6379
MT,05/06/2021,6352
MT,06/06/2021,138
MT,07/06/2021,11386
MT,08/06/2021,16584
MT,09/06/2021,18813
MT,10/06/2021,17661
MT,11/06/2021,16802
MT,12/06/2021,12841
MT,13/06/2021,85
MT,14/06/2021,14192
MT,15/06/2021,14846
MT,16/06/2021,15316
MT,17/06/2021,18175
MT,18/06/2021,16235
MT,19/06/2021,952
MT,20/06/2021,19
MT,21/06/2021,13181
MT,22/06/2021,17188
MT,23/06/2021,12643
MT,24/06/2021,11666
MT,25/06/2021,5109
PA,17/01/2021,24
PA,18/01/2021,35
PA,19/01/2021,3652
PA,20/01/2021,10877
PA,21/01/2021,9073
PA,22/01/2021,8198
PA,23/01/2021,2431
PA,24/01/2021,729
PA,25/01/2021,4311
PA,26/01/2021,4044
PA,27/01/2021,7038
PA,28/01/2021,7323
PA,29/01/2021,6876
PA,30/01/2021,996
PA,31/01/2021,438
PA,01/02/2021,5645
PA,02/02/2021,488
PA,03/02/2021,9715
PA,04/02/2021,7808
PA,05/02/2021,7097
PA,06/02/2021,2633
PA,07/02/2021,116
PA,08/02/2021,3313
PA,09/02/2021,306
PA,10/02/2021,809
PA,11/02/2021,10149
PA,12/02/2021,909
PA,13/02/2021,306
PA,14/02/2021,1276
PA,15/02/2021,7883
PA,16/02/2021,5537
PA,17/02/2021,8907
PA,18/02/2021,9503
PA,19/02/2021,8506
PA,20/02/2021,1901
PA,21/02/2021,696
PA,22/02/2021,4849
PA,23/02/2021,7034
PA,24/02/2021,7447
PA,25/02/2021,6795
PA,26/02/2021,563
PA,27/02/2021,2256
PA,28/02/2021,1167
PA,01/03/2021,6802
PA,02/03/2021,1692
PA,03/03/2021,14698
PA,04/03/2021,11232
PA,05/03/2021,19998
PA,06/03/2021,23689
PA,07/03/2021,131
PA,08/03/2021,21666
PA,09/03/2021,6326
PA,10/03/2021,10174
PA,11/03/2021,8163
PA,12/03/2021,5835
PA,13/03/2021,216
PA,14/03/2021,307
PA,15/03/2021,5179
PA,16/03/2021,9236
PA,17/03/2021,45
PA,18/03/2021,4247
PA,19/03/2021,1398
PA,20/03/2021,24261
PA,21/03/2021,10495
PA,22/03/2021,13186
PA,23/03/2021,32936
PA,24/03/2021,45906
PA,25/03/2021,47235
PA,26/03/2021,46141
PA,27/03/2021,3021
PA,28/03/2021,22205
PA,29/03/2021,43235
PA,30/03/2021,62508
PA,31/03/2021,46027
PA,01/04/2021,36535
PA,02/04/2021,2042
PA,03/04/2021,4414
PA,04/04/2021,732
PA,05/04/2021,19916
PA,06/04/2021,21751
PA,07/04/2021,18219
PA,08/04/2021,18124
PA,09/04/2021,15903
PA,10/04/2021,6589
PA,11/04/2021,1775
PA,12/04/2021,18071
PA,13/04/2021,21679
PA,14/04/2021,15289
PA,15/04/2021,21017
PA,16/04/2021,24508
PA,17/04/2021,8741
PA,18/04/2021,729
PA,19/04/2021,28257
PA,20/04/2021,39111
PA,21/04/2021,23134
PA,22/04/2021,35529
PA,23/04/2021,15721
PA,24/04/2021,6582
PA,25/04/2021,2527
