UF,Data,Quantidade
RO,12/03/2021,3482
RO,13/03/2021,1084
RO,14/03/2021,157
RO,15/03/2021,2478
RO,16/03/2021,1641
RO,17/03/2021,3278
RO,18/03/2021,2566
RO,19/03/2021,2409
RO,20/03/2021,1481
RO,21/03/2021,233
RO,22/03/2021,186
RO,23/03/2021,4282
RO,24/03/2021,5015
RO,25/03/2021,5368
RO,26/03/2021,3715
RO,27/03/2021,339
RO,28/03/2021,2657
RO,29/03/2021,3229
RO,30/03/2021,8561
RO,31/03/2021,9407
RO,01/04/2021,9795
RO,02/04/2021,962
RO,03/04/2021,238
RO,04/04/2021,247
RO,05/04/2021,5048
RO,06/04/2021,5091
RO,07/04/2021,7555
RO,08/04/2021,5637
RO,09/04/2021,7399
RO,10/04/2021,2827
RO,11/04/2021,115
RO,12/04/2021,2501
RO,13/04/2021,5783
RO,14/04/2021,47
RO,15/04/2021,39
RO,16/04/2021,394
RO,17/04/2021,1416
RO,18/04/2021,127
RO,19/04/2021,2842
RO,20/04/2021,10355
RO,21/04/2021,2788
RO,22/04/2021,10428
RO,23/04/2021,6991
RO,24/04/2021,5418
RO,25/04/2021,148
RO,26/04/2021,638
RO,27/04/2021,7741
RO,28/04/2021,6755
RO,29/04/2021,8098
RO,30/04/2021,8085
RO,01/05/2021,161
RO,02/05/2021,144
RO,03/05/2021,6734
RO,04/05/2021,5811
RO,05/05/2021,5703
RO,06/05/2021,5787
RO,07/05/2021,5265
RO,08/05/2021,2404
RO,09/05/2021,33
RO,10/05/2021,5998
RO,11/05/2021,6158
RO,12/05/2021,58
RO,13/05/2021,6198
RO,14/05/2021,9413
RO,15/05/2021,1875
RO,16/05/2021,9
RO,17/05/2021,3685
RO,18/05/2021,8197
RO,19/05/2021,7902
RO,20/05/2021,7823
RO,21/05/2021,9861
RO,22/05/2021,2241
RO,23/05/2021,279
RO,24/05/2021,3921
RO,25/05/2021,4744
RO,26/05/2021,5329
RO,27/05/2021,4121
RO,28/05/2021,62
RO,29/05/2021,806
RO,30/05/2021,69
RO,31/05/2021,4524
RO,01/06/2021,6358
RO,02/06/2021,10182
RO,03/06/2021,334
RO,04/06/2021,7877
RO,05/06/2021,4145
RO,06/06/2021,682
RO,07/06/2021,8798
RO,08/06/2021,10128
RO,09/06/2021,9182
RO,10/06/2021,11106
RO,11/06/2021,14198
RO,12/06/2021,2346
RO,13/06/2021,318
RO,14/06/2021,6268
RO,15/06/2021,11262
RO,16/06/2021,10202
RO,17/06/2021,8171
RO,18/06/2021,12839
RO,19/06/2021,7323
RO,20/06/2021,2638
RO,21/06/2021,7593
RO,22/06/2021,9998
RO,23/06/2021,733
RO,24/06/2021,7835
RO,25/06/2021,5648
RR,17/01/2021,5
RR,18/01/2021,8
RR,19/01/2021,7
RR,20/01/2021,324
RR,21/01/2021,1408
RR,22/01/2021,1697
RR,23/01/2021,1152
RR,24/01/2021,313
RR,25/01/2021,1602
RR,26/01/2021,1606
RR,27/01/2021,1236
RR,28/01/2021,1182
RR,29/01/2021,116
RR,30/01/2021,413
RR,31/01/2021,211
RR,01/02/2021,859
RR,02/02/2021,837
RR,03/02/2021,12
RR,04/02/2021,1237
RR,05/02/2021,1043
RR,06/02/2021,814
RR,07/02/2021,388
RR,08/02/2021,1919
RR,09/02/2021,2092
RR,10/02/2021,208
RR,11/02/2021,225
RR,12/02/2021,2169
RR,13/02/2021,726
RR,14/02/2021,436
RR,15/02/2021,169
RR,16/02/2021,1269
RR,17/02/2021,1693
RR,18/02/2021,195
RR,19/02/2021,1613
RR,20/02/2021,522
RR,21/02/2021,208
RR,22/02/2021,1347
RR,23/02/2021,1093
RR,24/02/2021,1159
RR,25/02/2021,1217
RR,26/02/2021,1094
RR,27/02/2021,702
RR,28/02/2021,161
RR,01/03/2021,1767
RR,02/03/2021,2433
RR,03/03/2021,146
RR,04/03/2021,1123
RR,05/03/2021,144
RR,06/03/2021,426
RR,07/03/2021,200
RR,08/03/2021,104
RR,09/03/2021,962
RR,10/03/2021,921
RR,11/03/2021,762
RR,12/03/2021,758
RR,13/03/2021,284
RR,14/03/2021,188
RR,15/03/2021,741
RR,16/03/2021,575
RR,17/03/2021,508
RR,18/03/2021,675
RR,19/03/2021,2494
RR,20/03/2021,117
RR,21/03/2021,505
RR,22/03/2021,1426
RR,23/03/2021,2026
RR,24/03/2021,1169
RR,25/03/2021,931
RR,26/03/2021,813
RR,27/03/2021,1966
RR,28/03/2021,46
RR,29/03/2021,1905
RR,30/03/2021,1275
RR,31/03/2021,2821
RR,01/04/2021,1203
RR,02/04/2021,309
RR,03/04/2021,295
RR,04/04/2021,12
RR,05/04/2021,1416
RR,06/04/2021,3221
RR,07/04/2021,286
RR,08/04/2021,1895
RR,09/04/2021,2699
RR,10/04/2021,155
RR,11/04/2021,51
RR,12/04/2021,2062
RR,13/04/2021,1843
RR,14/04/2021,1683
RR,15/04/2021,119
RR,16/04/2021,1041
RR,17/04/2021,1268
RR,18/04/2021,34
RR,19/04/2021,2067
RR,20/04/2021,1373
RR,21/04/2021,1655
RR,22/04/2021,777
RR,23/04/2021,384
RR,24/04/2021,102
RR,25/04/2021,62
RR,26/04/2021,168
RR,27/04/2021,2533
RR,28/04/2021,2695
RR,29/04/2021,1369
RR,30/04/2021,101
RR,01/05/2021,326
RR,02/05/2021,118
RR,03/05/2021,1318
RR,04/05/2021,900
RR,05/05/2021,938
RR,06/05/2021,1106
RR,07/05/2021,1357
RR,08/05/2021,763
RR,09/05/2021,3
RR,10/05/2021,1486
RR,11/05/2021,913
RR,12/05/2021,671
RR,13/05/2021,1379
RR,14/05/2021,996
RR,15/05/2021,404
RR,16/05/2021,44
RR,17/05/2021,915
RR,18/05/2021,1609
RR,19/05/2021,1135
RR,20/05/2021,829
RR,21/05/2021,787
RR,22/05/2021,342
RR,23/05/2021,2
RR,24/05/2021,1489
RR,25/05/2021,1236
RR,26/05/2021,1158
RR,27/05/2021,1684
RR,28/05/2021,1155
RR,29/05/2021,405
RR,31/05/2021,15
RR,01/06/2021,1897
RR,02/06/2021,1575
RR,03/06/2021,1107
RR,04/06/2021,970
RR,05/06/2021,1122
RR,06/06/2021,13
RR,07/06/2021,1544
RR,08/06/2021,2305
RR,09/06/2021,1797
RR,10/06/2021,2525
RR,11/06/2021,2568
RR,12/06/2021,1102
RR,13/06/2021,5
RR,14/06/2021,3132
RR,15/06/2021,248
RR,16/06/2021,3323
RR,17/06/2021,2807
RR,18/06/2021,2964
RR,19/06/2021,142
RR,20/06/2021,31
RR,21/06/2021,5045
RR,22/06/2021,3972
RR,23/06/2021,2963
RR,24/06/2021,2087
RR,25/06/2021,1042
RS,17/01/2021,56
RS,18/01/2021,206
RS,19/01/2021,1773
RS,20/01/2021,3043
RS,21/01/2021,29727
RS,22/01/2021,22229
RS,23/01/2021,2703
RS,24/01/2021,474
RS,25/01/2021,13904
RS,26/01/2021,19769
RS,27/01/2021,19843
RS,28/01/2021,19375
RS,29/01/2021,20624
RS,30/01/2021,3846
RS,31/01/2021,100
RS,01/02/2021,12354
RS,02/02/2021,7337
RS,03/02/2021,13729
RS,04/02/2021,1537
RS,05/02/2021,1277
RS,06/02/2021,7229
RS,07/02/2021,394
RS,08/02/2021,10054
RS,09/02/2021,17938
RS,10/02/2021,42394
RS,11/02/2021,44397
RS,12/02/2021,38542
RS,13/02/2021,8854
RS,14/02/2021,517
RS,15/02/2021,7669
RS,16/02/2021,12848
RS,17/02/2021,32967
RS,18/02/2021,38239
RS,19/02/2021,2868
RS,20/02/2021,5623
RS,21/02/2021,675
RS,22/02/2021,16589
RS,23/02/2021,15264
RS,24/02/2021,10466
RS,25/02/2021,10157
RS,26/02/2021,2247
RS,27/02/2021,16536
RS,28/02/2021,3141
RS,01/03/2021,28214
RS,02/03/2021,34202
RS,03/03/2021,26107
RS,04/03/2021,19929
RS,05/03/2021,23628
RS,06/03/2021,5441
RS,07/03/2021,744
RS,08/03/2021,18154
RS,09/03/2021,219
RS,10/03/2021,37082
RS,11/03/2021,34881
RS,12/03/2021,57167
RS,13/03/2021,38391
RS,14/03/2021,4854
RS,15/03/2021,42767
RS,16/03/2021,36
RS,17/03/2021,36479
RS,18/03/2021,25995
RS,19/03/2021,58243
RS,20/03/2021,51986
RS,21/03/2021,2551
RS,22/03/2021,5184
RS,23/03/2021,47621
RS,24/03/2021,84032
RS,25/03/2021,80024
RS,26/03/2021,72491
RS,27/03/2021,754
RS,28/03/2021,693
RS,29/03/2021,85069
RS,30/03/2021,94302
RS,31/03/2021,80034
RS,01/04/2021,71303
RS,02/04/2021,10879
RS,03/04/2021,66467
RS,04/04/2021,2454
RS,05/04/2021,74344
RS,06/04/2021,67314
RS,07/04/2021,4321
RS,08/04/2021,46748
RS,09/04/2021,5463
RS,10/04/2021,71713
RS,11/04/2021,4129
RS,12/04/2021,77146
RS,13/04/2021,57412
RS,14/04/2021,48915
RS,15/04/2021,44314
RS,16/04/2021,65384
RS,17/04/2021,85979
RS,18/04/2021,5125
RS,19/04/2021,103925
RS,20/04/2021,109075
RS,21/04/2021,19223
RS,22/04/2021,102495
RS,23/04/2021,84929
RS,24/04/2021,66595
RS,25/04/2021,1183
RS,26/04/2021,82392
RS,27/04/2021,61155
RS,28/04/2021,3307
RS,29/04/2021,2315
RS,30/04/2021,18981
RS,01/05/2021,19939
RS,02/05/2021,446
RS,03/05/2021,4151
RS,04/05/2021,40297
RS,05/05/2021,63302
RS,06/05/2021,65981
RS,07/05/2021,73898
RS,08/05/2021,35364
RS,09/05/2021,677
RS,10/05/2021,57846
RS,11/05/2021,72226
RS,12/05/2021,56717
RS,13/05/2021,51112
RS,14/05/2021,5886
RS,15/05/2021,61684
RS,16/05/2021,2318
RS,17/05/2021,68135
RS,18/05/2021,53641
RS,19/05/2021,51381
RS,20/05/2021,118602
RS,21/05/2021,80146
RS,22/05/2021,29123
RS,23/05/2021,721
RS,24/05/2021,55328
RS,25/05/2021,55292
RS,26/05/2021,51364
RS,27/05/2021,54243
RS,28/05/2021,57684
RS,29/05/2021,26237
RS,30/05/2021,198
RS,31/05/2021,45115
RS,01/06/2021,68342
RS,02/06/2021,7022
RS,03/06/2021,16916
RS,04/06/2021,46307
RS,05/06/2021,32388
RS,06/06/2021,1319
RS,07/06/2021,77757
RS,08/06/2021,85967
RS,09/06/2021,73233
RS,10/06/2021,73484
RS,11/06/2021,69093
RS,12/06/2021,59733
RS,13/06/2021,2731
RS,14/06/2021,86976
RS,15/06/2021,86269
RS,16/06/2021,70866
RS,17/06/2021,66861
RS,18/06/2021,63274
RS,19/06/2021,66589
RS,20/06/2021,4334
RS,21/06/2021,73983
RS,22/06/2021,66612
RS,23/06/2021,38918
RS,24/06/2021,24319
RS,25/06/2021,15928
SC,17/01/2021,25
SC,18/01/2021,11
SC,19/01/2021,2755
SC,20/01/2021,13846
SC,21/01/2021,11897
SC,22/01/2021,6901
SC,23/01/2021,964
SC,24/01/2021,249
SC,25/01/2021,528
SC,26/01/2021,4394
SC,27/01/2021,4481
SC,28/01/2021,6771
SC,29/01/2021,9306
SC,30/01/2021,1263
SC,31/01/2021,195
SC,01/02/2021,5343
SC,02/02/2021,5077
SC,03/02/2021,4628
SC,04/02/2021,4312
SC,05/02/2021,543
SC,06/02/2021,988
SC,07/02/2021,701
SC,08/02/2021,4163
SC,09/02/2021,5408
SC,10/02/2021,11528
SC,11/02/2021,15465
SC,12/02/2021,14239
SC,13/02/2021,2808
SC,14/02/2021,1366
SC,15/02/2021,935
SC,16/02/2021,9629
SC,17/02/2021,12347
SC,18/02/2021,9888
SC,19/02/2021,6801
SC,20/02/2021,1177
SC,21/02/2021,91
SC,22/02/2021,4204
SC,23/02/2021,4117
SC,24/02/2021,3641
SC,25/02/2021,3958
SC,26/02/2021,10527
SC,27/02/2021,1141
SC,28/02/2021,2734
SC,01/03/2021,13298
SC,02/03/2021,14566
SC,03/03/2021,14501
SC,04/03/2021,1347
SC,05/03/2021,1937
SC,06/03/2021,16653
SC,07/03/2021,1739
SC,08/03/2021,11743
SC,09/03/2021,12211
SC,10/03/2021,10497
SC,11/03/2021,9283
SC,12/03/2021,18313
SC,13/03/2021,1047
SC,14/03/2021,1261
SC,15/03/2021,1152
SC,16/03/2021,8587
SC,17/03/2021,6212
SC,18/03/2021,5485
SC,19/03/2021,2458
SC,20/03/2021,49952
SC,21/03/2021,15002
SC,22/03/2021,22027
SC,23/03/2021,36084
SC,24/03/2021,41398
SC,25/03/2021,35126
SC,26/03/2021,29785
SC,27/03/2021,29771
SC,28/03/2021,8319
SC,29/03/2021,25059
SC,30/03/2021,44529
SC,31/03/2021,36207
SC,01/04/2021,22981
SC,02/04/2021,3104
SC,03/04/2021,12793
SC,04/04/2021,1672
SC,05/04/2021,25631
SC,06/04/2021,31445
SC,07/04/2021,2225
SC,08/04/2021,16093
SC,09/04/2021,27247
SC,10/04/2021,34877
SC,11/04/2021,10066
SC,12/04/2021,26555
SC,13/04/2021,28601
SC,14/04/2021,29489
SC,15/04/2021,32349
SC,16/04/2021,32518
SC,17/04/2021,4777
SC,18/04/2021,10562
SC,19/04/2021,38697
SC,20/04/2021,5184
SC,21/04/2021,23279
SC,22/04/2021,4554
SC,23/04/2021,32322
SC,24/04/2021,3309
SC,25/04/2021,4451
SC,26/04/2021,29958
SC,27/04/2021,34203
SC,28/04/2021,28945
SC,29/04/2021,23333
SC,30/04/2021,22003
SC,01/05/2021,33431
SC,02/05/2021,11438
SC,03/05/2021,32532
SC,04/05/2021,35747
SC,05/05/2021,34293
SC,06/05/2021,30175
SC,07/05/2021,25568
SC,08/05/2021,1581
SC,09/05/2021,1127
SC,10/05/2021,24196
SC,11/05/2021,28382
SC,12/05/2021,21999
SC,13/05/2021,20725
SC,14/05/2021,19428
SC,15/05/2021,19146
SC,16/05/2021,6691
SC,17/05/2021,18424
SC,18/05/2021,21495
SC,19/05/2021,24068
SC,20/05/2021,22471
SC,21/05/2021,2009
SC,22/05/2021,11308
SC,23/05/2021,6468
SC,24/05/2021,18922
SC,25/05/2021,25548
SC,26/05/2021,294
SC,27/05/2021,32935
SC,28/05/2021,34873
SC,29/05/2021,24963
SC,30/05/2021,2406
SC,31/05/2021,31396
SC,01/06/2021,35075
SC,02/06/2021,35301
SC,03/06/2021,9942
SC,04/06/2021,22689
SC,05/06/2021,20201
SC,06/06/2021,3078
SC,07/06/2021,36817
SC,08/06/2021,46051
SC,09/06/2021,46915
SC,10/06/2021,43315
SC,11/06/2021,44867
SC,12/06/2021,44365
SC,13/06/2021,9475
SC,14/06/2021,39396
SC,15/06/2021,4402
SC,16/06/2021,3683
SC,17/06/2021,28557
SC,18/06/2021,21813
SC,19/06/2021,2296
SC,20/06/2021,2195
SC,21/06/2021,24565
SC,22/06/2021,27663
SC,23/06/2021,20567
SC,24/06/2021,13548
SC,25/06/2021,8906
SE,17/01/2021,2
SE,18/01/2021,8
SE,19/01/2021,107
SE,20/01/2021,4138
SE,21/01/2021,4588
SE,22/01/2021,2999
SE,23/01/2021,195
SE,24/01/2021,9
SE,25/01/2021,3035
SE,26/01/2021,3016
SE,27/01/2021,2337
SE,28/01/2021,159
SE,29/01/2021,135
SE,30/01/2021,25
SE,31/01/2021,6
SE,01/02/2021,1163
SE,02/02/2021,1827
SE,03/02/2021,1739
SE,04/02/2021,1515
SE,05/02/2021,1112
SE,06/02/2021,2747
SE,07/02/2021,60
SE,08/02/2021,756
SE,09/02/2021,1298
SE,10/02/2021,6875
SE,11/02/2021,8204
SE,12/02/2021,5806
SE,13/02/2021,1417
SE,14/02/2021,37
SE,15/02/2021,2572
SE,16/02/2021,1719
SE,17/02/2021,2066
SE,18/02/2021,5148
SE,19/02/2021,2932
SE,20/02/2021,216
SE,21/02/2021,8
SE,22/02/2021,1857
SE,23/02/2021,1816
SE,24/02/2021,1947
SE,25/02/2021,1102
SE,26/02/2021,999
SE,27/02/2021,87
SE,28/02/2021,6
SE,01/03/2021,874
SE,02/03/2021,7694
SE,03/03/2021,7474
SE,04/03/2021,11092
SE,05/03/2021,1077
SE,06/03/2021,3335
SE,07/03/2021,882
SE,08/03/2021,4839
SE,09/03/2021,9001
SE,10/03/2021,5167
SE,11/03/2021,3244
SE,12/03/2021,5201
SE,13/03/2021,1208
SE,14/03/2021,29
SE,15/03/2021,4521
SE,16/03/2021,27
SE,17/03/2021,958
SE,18/03/2021,909
SE,19/03/2021,5328
SE,20/03/2021,1651
SE,21/03/2021,92
SE,22/03/2021,7417
SE,23/03/2021,8263
SE,24/03/2021,13699
SE,25/03/2021,13648
SE,26/03/2021,12318
SE,27/03/2021,3935
SE,28/03/2021,2184
SE,29/03/2021,10404
SE,30/03/2021,18827
SE,31/03/2021,15234
SE,01/04/2021,4591
SE,02/04/2021,6561
SE,03/04/2021,4864
SE,04/04/2021,1921
SE,05/04/2021,14225
SE,06/04/2021,13611
SE,07/04/2021,13221
SE,08/04/2021,7133
SE,09/04/2021,8348
SE,10/04/2021,1771
SE,11/04/2021,3392
SE,12/04/2021,15252
SE,13/04/2021,17067
SE,14/04/2021,14603
SE,15/04/2021,13442
SE,16/04/2021,8971
SE,17/04/2021,226
SE,18/04/2021,4132
SE,19/04/2021,1461
SE,20/04/2021,18058
SE,21/04/2021,4457
SE,22/04/2021,10702
SE,23/04/2021,3835
SE,24/04/2021,2237
SE,25/04/2021,380
SE,26/04/2021,7957
SE,27/04/2021,7056
SE,28/04/2021,5314
SE,29/04/2021,3114
SE,30/04/2021,2554
SE,01/05/2021,395
SE,02/05/2021,258
SE,03/05/2021,3401
SE,04/05/2021,6509
SE,05/05/2021,6551
SE,06/05/2021,4497
SE,07/05/2021,6294
SE,08/05/2021,1063
SE,09/05/2021,385
SE,10/05/2021,5511
SE,11/05/2021,9014
SE,12/05/2021,7339
SE,13/05/2021,7661
SE,14/05/2021,652
SE,15/05/2021,4462
SE,16/05/2021,2038
SE,17/05/2021,7688
SE,18/05/2021,9127
SE,19/05/2021,8036
SE,20/05/2021,8199
SE,21/05/2021,5927
SE,22/05/2021,1259
SE,23/05/2021,373
SE,24/05/2021,4929
SE,25/05/2021,8048
SE,26/05/2021,7147
SE,27/05/2021,6548
SE,28/05/2021,4978
SE,29/05/2021,1302
SE,30/05/2021,750
SE,31/05/2021,6585
SE,01/06/2021,10251
SE,02/06/2021,12324
SE,03/06/2021,3921
SE,04/06/2021,7607
SE,05/06/2021,4503
SE,06/06/2021,2101
SE,07/06/2021,10016
SE,08/06/2021,11595
SE,09/06/2021,11014
SE,10/06/2021,10684
SE,11/06/2021,9909
SE,12/06/2021,8093
SE,13/06/2021,436
SE,14/06/2021,10575
SE,15/06/2021,12304
SE,16/06/2021,1174
SE,17/06/2021,11123
SE,18/06/2021,101
SE,19/06/2021,9006
SE,20/06/2021,11147
SE,21/06/2021,9279
SE,22/06/2021,437
SE,23/06/2021,1534
SE,24/06/2021,488
SE,25/06/2021,200
SP,17/01/2021,264
SP,18/01/2021,13
SP,19/01/2021,10001
SP,20/01/2021,3208
SP,21/01/2021,9758
SP,22/01/2021,145573
SP,23/01/2021,32684
SP,24/01/2021,10309
SP,25/01/2021,58766
SP,26/01/2021,60192
SP,27/01/2021,77433
SP,28/01/2021,107827
SP,29/01/2021,90541
SP,30/01/2021,20821
SP,31/01/2021,3935
SP,01/02/2021,56656
SP,02/02/2021,66854
SP,03/02/2021,86812
SP,04/02/2021,123826
SP,05/02/2021,111709
SP,06/02/2021,35944
SP,07/02/2021,10188
SP,08/02/2021,113175
SP,09/02/2021,86207
SP,10/02/2021,78539
SP,11/02/2021,149055
SP,12/02/2021,213153
SP,13/02/2021,41591
SP,14/02/2021,15272
SP,15/02/2021,143733
SP,16/02/2021,116309
SP,17/02/2021,105463
SP,18/02/2021,106486
SP,19/02/2021,76982
SP,20/02/2021,10989
SP,21/02/2021,1639
SP,22/02/2021,4857
SP,23/02/2021,40876
SP,24/02/2021,35227
SP,25/02/2021,31694
SP,26/02/2021,50097
SP,27/02/2021,101916
SP,28/02/2021,18841
SP,01/03/2021,240586
SP,02/03/2021,205315
SP,03/03/2021,287446
SP,04/03/2021,15953
SP,05/03/2021,150901
SP,06/03/2021,79001
SP,07/03/2021,12646
SP,08/03/2021,129588
SP,09/03/2021,108071
SP,10/03/2021,95941
SP,11/03/2021,93821
SP,12/03/2021,101229
SP,13/03/2021,4826
SP,14/03/2021,8921
SP,15/03/2021,225358
SP,16/03/2021,110658
SP,17/03/2021,80814
SP,18/03/2021,95813
SP,19/03/2021,344224
SP,20/03/2021,107355
SP,21/03/2021,1211
SP,22/03/2021,154928
SP,23/03/2021,10328
SP,24/03/2021,160315
SP,25/03/2021,166008
SP,26/03/2021,296622
SP,27/03/2021,99363
SP,28/03/2021,11045
SP,29/03/2021,165976
SP,30/03/2021,109084
SP,31/03/2021,110034
SP,01/04/2021,106046
SP,02/04/2021,60409
SP,03/04/2021,51082
SP,04/04/2021,3995
SP,05/04/2021,281044
SP,06/04/2021,172949
SP,07/04/2021,122513
SP,08/04/2021,100326
SP,09/04/2021,217549
SP,10/04/2021,115074
SP,11/04/2021,17235
SP,12/04/2021,205787
SP,13/04/2021,139472
SP,14/04/2021,177779
SP,15/04/2021,192521
SP,16/04/2021,325868
SP,17/04/2021,85086
SP,18/04/2021,17604
SP,19/04/2021,208141
SP,20/04/2021,245312
SP,21/04/2021,252229
SP,22/04/2021,211329
SP,23/04/2021,265393
SP,24/04/2021,70941
SP,25/04/2021,868
SP,26/04/2021,16174
SP,27/04/2021,121617
SP,28/04/2021,145519
SP,29/04/2021,136032
SP,30/04/2021,54949
SP,01/05/2021,13637
SP,02/05/2021,6046
SP,03/05/2021,79318
SP,04/05/2021,83656
SP,05/05/2021,114385
SP,06/05/2021,230797
SP,07/05/2021,245805
SP,08/05/2021,124081
SP,09/05/2021,4744
SP,10/05/2021,16647
SP,11/05/2021,138688
SP,12/05/2021,221702
SP,13/05/2021,161178
SP,14/05/2021,26274
SP,15/05/2021,116586
SP,16/05/2021,13864
SP,17/05/2021,187087
SP,18/05/2021,236381
SP,19/05/2021,185457
SP,20/05/2021,191678
SP,21/05/2021,241246
SP,22/05/2021,118839
SP,23/05/2021,11213
SP,24/05/2021,226948
SP,25/05/2021,196304
SP,26/05/2021,177528
SP,27/05/2021,172884
SP,28/05/2021,252091
SP,29/05/2021,97535
SP,30/05/2021,10007
SP,31/05/2021,163425
SP,01/06/2021,196074
SP,02/06/2021,257902
SP,03/06/2021,10818
SP,04/06/2021,125396
SP,05/06/2021,74564
SP,06/06/2021,7021
SP,07/06/2021,176264
SP,08/06/2021,164491
SP,09/06/2021,171354
SP,10/06/2021,185549
SP,11/06/2021,270816
SP,12/06/2021,156007
SP,13/06/2021,9573
SP,14/06/2021,244747
SP,15/06/2021,283156
SP,16/06/2021,466186
SP,17/06/2021,450541
SP,18/06/2021,401914
SP,19/06/2021,366836
SP,20/06/2021,24701
SP,21/06/2021,285941
SP,22/06/2021,236688
SP,23/06/2021,368844
SP,24/06/2021,3184
SP,25/06/2021,249563
TO,17/01/2021,2
TO,18/01/2021,11
TO,19/01/2021,8
TO,20/01/2021,130
TO,21/01/2021,768
TO,22/01/2021,2158
TO,23/01/2021,475
TO,24/01/2021,42
TO,25/01/2021,162
TO,26/01/2021,135
TO,27/01/2021,1451
TO,28/01/2021,1605
TO,29/01/2021,1342
TO,30/01/2021,56
TO,31/01/2021,26
TO,01/02/2021,1079
TO,02/02/2021,1863
TO,03/02/2021,1748
TO,04/02/2021,2
TO,05/02/2021,1931
TO,06/02/2021,580
TO,07/02/2021,227
TO,08/02/2021,1526
TO,09/02/2021,1362
TO,10/02/2021,1253
TO,11/02/2021,2281
TO,12/02/2021,4128
TO,13/02/2021,1143
TO,14/02/2021,3
TO,15/02/2021,2452
TO,16/02/2021,134
TO,17/02/2021,2279
TO,18/02/2021,4667
TO,19/02/2021,397
TO,20/02/2021,1463
TO,21/02/2021,23
TO,22/02/2021,3078
TO,23/02/2021,2321
TO,24/02/2021,2696
TO,25/02/2021,1961
TO,26/02/2021,1689
TO,27/02/2021,795
TO,28/02/2021,20
TO,01/03/2021,991
TO,02/03/2021,2253
TO,03/03/2021,2665
TO,04/03/2021,2509
TO,05/03/2021,1392
TO,06/03/2021,700
TO,07/03/2021,22
TO,08/03/2021,1004
TO,09/03/2021,1732
TO,10/03/2021,2063
TO,11/03/2021,2807
TO,12/03/2021,2518
TO,13/03/2021,565
TO,14/03/2021,7
TO,15/03/2021,236
TO,16/03/2021,2612
TO,17/03/2021,1885
TO,18/03/2021,583
TO,19/03/2021,3126
TO,20/03/2021,268
TO,21/03/2021,39
TO,22/03/2021,2545
TO,23/03/2021,1944
TO,24/03/2021,2438
TO,25/03/2021,9708
TO,26/03/2021,11421
TO,27/03/2021,7002
TO,28/03/2021,260
TO,29/03/2021,5882
TO,30/03/2021,7452
TO,31/03/2021,9825
TO,01/04/2021,6274
TO,02/04/2021,188
TO,03/04/2021,491
TO,04/04/2021,62
TO,05/04/2021,6214
TO,06/04/2021,5778
TO,07/04/2021,4189
TO,08/04/2021,4094
TO,09/04/2021,3224
TO,10/04/2021,372
TO,11/04/2021,2
TO,12/04/2021,1459
TO,13/04/2021,1789
TO,14/04/2021,1379
TO,15/04/2021,7654
TO,16/04/2021,5105
TO,17/04/2021,3622
TO,18/04/2021,17
TO,19/04/2021,3287
TO,20/04/2021,4771
TO,21/04/2021,6588
TO,22/04/2021,11829
TO,23/04/2021,1126
TO,24/04/2021,3941
TO,25/04/2021,390
TO,26/04/2021,8494
TO,27/04/2021,6073
TO,28/04/2021,8602
TO,29/04/2021,12007
TO,30/04/2021,6462
TO,01/05/2021,1699
TO,02/05/2021,6
TO,03/05/2021,6427
TO,04/05/2021,6818
TO,05/05/2021,4113
TO,06/05/2021,911
TO,07/05/2021,7657
TO,08/05/2021,1837
TO,09/05/2021,76
TO,10/05/2021,4629
TO,11/05/2021,4608
TO,12/05/2021,3938
TO,13/05/2021,5022
TO,14/05/2021,5087
TO,15/05/2021,1523
TO,16/05/2021,4
TO,17/05/2021,4591
TO,18/05/2021,5037
TO,19/05/2021,4788
TO,20/05/2021,5753
TO,21/05/2021,3267
TO,22/05/2021,571
TO,23/05/2021,13
TO,24/05/2021,3401
TO,25/05/2021,4187
TO,26/05/2021,3542
TO,27/05/2021,4113
TO,28/05/2021,4973
TO,29/05/2021,749
TO,30/05/2021,4
TO,31/05/2021,4003
TO,01/06/2021,7099
TO,02/06/2021,9365
TO,03/06/2021,3025
TO,04/06/2021,2801
TO,05/06/2021,636
TO,06/06/2021,25
TO,07/06/2021,5477
TO,08/06/2021,7146
TO,09/06/2021,8109
TO,10/06/2021,9939
TO,11/06/2021,916
TO,12/06/2021,279
TO,13/06/2021,28
TO,14/06/2021,7362
TO,15/06/2021,8517
TO,16/06/2021,7827
TO,17/06/2021,8324
TO,18/06/2021,9836
TO,19/06/2021,329
TO,20/06/2021,2
TO,21/06/2021,9512
TO,22/06/2021,10154
TO,23/06/2021,9285
TO,24/06/2021,9472
TO,25/06/2021,5185
